icd_code,icd_version,long_title,cancer_type
C160,10,Malignant neoplasm of cardia,Gastrointestinal Cancer
C162,10,Malignant neoplasm of body of stomach,Gastrointestinal Cancer
C3431,10,"Malignant neoplasm of lower lobe, right bronchus or lung",Malignant neoplasm of bronchus and lung
C431,10,"Malignant melanoma of eyelid, including canthus",Malignant melanoma of skin
C44319,10,Basal cell carcinoma of skin of other parts of face,Other malignant neoplasms of skin
C449,10,"Other and unspecified malignant neoplasm of skin, unspecified",Other malignant neoplasms of skin
C4A39,10,Merkel cell carcinoma of other parts of face,Merkel cell carcinoma
C50019,10,"Malignant neoplasm of nipple and areola, unspecified female breast",Breast Cancer
C50929,10,Malignant neoplasm of unspecified site of unspecified male breast,Breast Cancer
C541,10,Malignant neoplasm of endometrium,Malignant neoplasm of corpus uteri
C62,10,Malignant neoplasm of testis,Malignant neoplasm of testis
C630,10,Malignant neoplasm of epididymis,Malignant neoplasm of other male genital organs
C67,10,Malignant neoplasm of bladder,Malignant neoplasm of bladder
C764,10,Malignant neoplasm of upper limb,Malignant neoplasm of other and ill-defined sites
C7889,10,Secondary malignant neoplasm of other digestive organs,Secondary malignant neoplasm of respiratory and digestive organs
C8115,10,"Nodular sclerosis Hodgkin lymphoma, lymph nodes of inguinal region and lower limb",Hodgkin lymphoma
C8125,10,"Mixed cellularity Hodgkin lymphoma, lymph nodes of inguinal region and lower limb",Hodgkin lymphoma
C8197,10,"Hodgkin lymphoma, unspecified, spleen",Hodgkin lymphoma
C8296,10,"Follicular lymphoma, unspecified, intrapelvic lymph nodes",Non-Hodgkin Lymphoma
C8445,10,"Peripheral T-cell lymphoma, not classified, lymph nodes of inguinal region and lower limb",Mature T/NK-cell lymphomas
C9001,10,Multiple myeloma in remission,Multiple myeloma and malignant plasma cell neoplasms
C922,10,"Atypical chronic myeloid leukemia, BCR/ABL-negative",Leukemia
C931,10,Chronic myelomonocytic leukemia,Monocytic leukemia
C049,10,"Malignant neoplasm of floor of mouth, unspecified",Malignant neoplasm of floor of mouth
C069,10,"Malignant neoplasm of mouth, unspecified",Malignant neoplasm of other parts of mouth
C165,10,"Malignant neoplasm of lesser curvature of stomach, unspecified",Gastrointestinal Cancer
C171,10,Malignant neoplasm of jejunum,Malignant neoplasm of small intestine
C329,10,"Malignant neoplasm of larynx, unspecified",Malignant neoplasm of larynx
C3432,10,"Malignant neoplasm of lower lobe, left bronchus or lung",Malignant neoplasm of bronchus and lung
C38,10,"Malignant neoplasm of heart, mediastinum and pleura","Malignant neoplasm of heart, mediastinum, and pleura"
C4010,10,Malignant neoplasm of short bones of unspecified upper limb,Malignant neoplasm of bone and articular cartilage of limbs
C44291,10,Other specified malignant neoplasm of skin of unspecified ear and external auricular canal,Other malignant neoplasms of skin
C44629,10,"Squamous cell carcinoma of skin of left upper limb, including shoulder",Other malignant neoplasms of skin
C4499,10,"Other specified malignant neoplasm of skin, unspecified",Other malignant neoplasms of skin
C451,10,Mesothelioma of peritoneum,Mesothelioma
C463,10,Kaposi's sarcoma of lymph nodes,Kaposi's sarcoma
C490,10,"Malignant neoplasm of connective and soft tissue of head, face and neck",Malignant neoplasm of other connective tissues
C652,10,Malignant neoplasm of left renal pelvis,Malignant neoplasm of renal pelvis
C659,10,Malignant neoplasm of unspecified renal pelvis,Malignant neoplasm of renal pelvis
C6911,10,Malignant neoplasm of right cornea,Malignant neoplasm of eye and adnexa
C714,10,Malignant neoplasm of occipital lobe,Malignant neoplasm of brain
C768,10,Malignant neoplasm of other specified ill-defined sites,Malignant neoplasm of other and ill-defined sites
C7972,10,Secondary malignant neoplasm of left adrenal gland,Secondary malignant neoplasm of other sites
C7B03,10,Secondary carcinoid tumors of bone,Secondary neuroendocrine tumors
C8147,10,"Lymphocyte-rich Hodgkin lymphoma, spleen",Hodgkin lymphoma
C8212,10,"Follicular lymphoma grade II, intrathoracic lymph nodes",Non-Hodgkin Lymphoma
C8221,10,"Follicular lymphoma grade III, unspecified, lymph nodes of head, face, and neck",Non-Hodgkin Lymphoma
C823,10,Follicular lymphoma grade IIIa,Non-Hodgkin Lymphoma
C8250,10,"Diffuse follicle center lymphoma, unspecified site",Non-Hodgkin Lymphoma
C8313,10,"Mantle cell lymphoma, intra-abdominal lymph nodes",Non-Hodgkin lymphoma
C837,10,Burkitt lymphoma,Non-Hodgkin lymphoma
C841,10,Sezary disease,Mature T/NK-cell lymphomas
C8415,10,"Sezary disease, lymph nodes of inguinal region and lower limb",Mature T/NK-cell lymphomas
C847,10,"Anaplastic large cell lymphoma, ALK-negative",Mature T/NK-cell lymphomas
C8516,10,"Unspecified B-cell lymphoma, intrapelvic lymph nodes",Other specified and unspecified types of non-Hodgkin lymphoma
C8595,10,"Non-Hodgkin lymphoma, unspecified, lymph nodes of inguinal region and lower limb",Other specified and unspecified types of non-Hodgkin lymphoma
C91,10,Lymphoid leukemia,Leukemia
C9190,10,"Lymphoid leukemia, unspecified not having achieved remission",Leukemia
C130,10,Malignant neoplasm of postcricoid region,Malignant neoplasm of hypopharynx
C161,10,Malignant neoplasm of fundus of stomach,Gastrointestinal Cancer
C180,10,Malignant neoplasm of cecum,Gastrointestinal Cancer
C34,10,Malignant neoplasm of bronchus and lung,Malignant neoplasm of bronchus and lung
C412,10,Malignant neoplasm of vertebral column,Malignant neoplasm of bone and articular cartilage of other sites
C4351,10,Malignant melanoma of anal skin,Malignant melanoma of skin
C441092,10,"Unspecified malignant neoplasm of skin of left lower eyelid, including canthus",Other malignant neoplasms of skin
C44129,10,"Squamous cell carcinoma of skin of left eyelid, including canthus",Other malignant neoplasms of skin
C4432,10,Squamous cell carcinoma of skin of other and unspecified parts of face,Other malignant neoplasms of skin
C44601,10,"Unspecified malignant neoplasm of skin of unspecified upper limb, including shoulder",Other malignant neoplasms of skin
C44699,10,"Other specified malignant neoplasm of skin of left upper limb, including shoulder",Other malignant neoplasms of skin
C621,10,Malignant neoplasm of descended testis,Malignant neoplasm of testis
C6300,10,Malignant neoplasm of unspecified epididymis,Malignant neoplasm of other male genital organs
C680,10,Malignant neoplasm of urethra,Malignant neoplasm of other urinary organs
C6902,10,Malignant neoplasm of left conjunctiva,Malignant neoplasm of eye and adnexa
C7412,10,Malignant neoplasm of medulla of left adrenal gland,Malignant neoplasm of adrenal gland
C7A094,10,"Malignant carcinoid tumor of the foregut, unspecified",Malignant neuroendocrine tumors
C8123,10,"Mixed cellularity Hodgkin lymphoma, intra-abdominal lymph nodes",Hodgkin lymphoma
C8136,10,"Lymphocyte depleted Hodgkin lymphoma, intrapelvic lymph nodes",Hodgkin lymphoma
C8227,10,"Follicular lymphoma grade III, unspecified, spleen",Non-Hodgkin Lymphoma
C8297,10,"Follicular lymphoma, unspecified, spleen",Non-Hodgkin Lymphoma
C831,10,Mantle cell lymphoma,Non-Hodgkin lymphoma
C8448,10,"Peripheral T-cell lymphoma, not classified, lymph nodes of multiple sites",Mature T/NK-cell lymphomas
C8585,10,"Other specified types of non-Hodgkin lymphoma, lymph nodes of inguinal region and lower limb",Other specified and unspecified types of non-Hodgkin lymphoma
C8592,10,"Non-Hodgkin lymphoma, unspecified, intrathoracic lymph nodes",Other specified and unspecified types of non-Hodgkin lymphoma
C9162,10,"Prolymphocytic leukemia of T-cell type, in relapse",Leukemia
C021,10,Malignant neoplasm of border of tongue,Head and Neck Cancer
C181,10,Malignant neoplasm of appendix,Gastrointestinal Cancer
C43111,10,"Malignant melanoma of right upper eyelid, including canthus",Malignant melanoma of skin
C441992,10,"Other specified malignant neoplasm of skin of left lower eyelid, including canthus",Other malignant neoplasms of skin
C4422,10,Squamous cell carcinoma of skin of ear and external auricular canal,Other malignant neoplasms of skin
C445,10,Other and unspecified malignant neoplasm of skin of trunk,Other malignant neoplasms of skin
C459,10,"Mesothelioma, unspecified",Mesothelioma
C4A121,10,"Merkel cell carcinoma of left upper eyelid, including canthus",Merkel cell carcinoma
C6200,10,Malignant neoplasm of unspecified undescended testis,Malignant neoplasm of testis
C688,10,Malignant neoplasm of overlapping sites of urinary organs,Malignant neoplasm of other urinary organs
C723,10,Malignant neoplasm of optic nerve,"Malignant neoplasm of spinal cord, cranial nerves, and other parts of CNS"
C75,10,Malignant neoplasm of other endocrine glands and related structures,Malignant neoplasm of other endocrine glands
C761,10,Malignant neoplasm of thorax,Malignant neoplasm of other and ill-defined sites
C774,10,Secondary and unspecified malignant neoplasm of inguinal and lower limb lymph nodes,Secondary and unspecified malignant neoplasm of lymph nodes
C794,10,Secondary malignant neoplasm of other and unspecified parts of nervous system,Secondary malignant neoplasm of other sites
C813,10,Lymphocyte depleted Hodgkin lymphoma,Hodgkin lymphoma
C8173,10,"Other Hodgkin lymphoma, intra-abdominal lymph nodes",Hodgkin lymphoma
C8194,10,"Hodgkin lymphoma, unspecified, lymph nodes of axilla and upper limb",Hodgkin lymphoma
C8202,10,"Follicular lymphoma grade I, intrathoracic lymph nodes",Non-Hodgkin Lymphoma
C8238,10,"Follicular lymphoma grade IIIa, lymph nodes of multiple sites",Non-Hodgkin Lymphoma
C8308,10,"Small cell B-cell lymphoma, lymph nodes of multiple sites",Non-Hodgkin lymphoma
C8388,10,"Other non-follicular lymphoma, lymph nodes of multiple sites",Non-Hodgkin lymphoma
C849,10,"Mature T/NK-cell lymphomas, unspecified",Mature T/NK-cell lymphomas
C8513,10,"Unspecified B-cell lymphoma, intra-abdominal lymph nodes",Other specified and unspecified types of non-Hodgkin lymphoma
C8519,10,"Unspecified B-cell lymphoma, extranodal and solid organ sites",Other specified and unspecified types of non-Hodgkin lymphoma
C9010,10,Plasma cell leukemia not having achieved remission,Multiple myeloma and malignant plasma cell neoplasms
C9402,10,"Acute erythroid leukemia, in relapse",Other leukemias of specified cell types
C002,10,"Malignant neoplasm of external lip, unspecified",Head and Neck Cancer
C051,10,Malignant neoplasm of soft palate,Malignant neoplasm of palate
C320,10,Malignant neoplasm of glottis,Malignant neoplasm of larynx
C328,10,Malignant neoplasm of overlapping sites of larynx,Malignant neoplasm of larynx
C4031,10,Malignant neoplasm of short bones of right lower limb,Malignant neoplasm of bone and articular cartilage of limbs
C442,10,Other and unspecified malignant neoplasm of skin of ear and external auricular canal,Other malignant neoplasms of skin
C44311,10,Basal cell carcinoma of skin of nose,Other malignant neoplasms of skin
C493,10,Malignant neoplasm of connective and soft tissue of thorax,Malignant neoplasm of other connective tissues
C49A1,10,Gastrointestinal stromal tumor of esophagus,Malignant neoplasm of other connective tissues
C5031,10,"Malignant neoplasm of lower-inner quadrant of breast, female",Breast Cancer
C6901,10,Malignant neoplasm of right conjunctiva,Malignant neoplasm of eye and adnexa
C691,10,Malignant neoplasm of cornea,Malignant neoplasm of eye and adnexa
C694,10,Malignant neoplasm of ciliary body,Malignant neoplasm of eye and adnexa
C713,10,Malignant neoplasm of parietal lobe,Malignant neoplasm of brain
C7411,10,Malignant neoplasm of medulla of right adrenal gland,Malignant neoplasm of adrenal gland
C751,10,Malignant neoplasm of pituitary gland,Malignant neoplasm of other endocrine glands
C8139,10,"Lymphocyte depleted Hodgkin lymphoma, extranodal and solid organ sites",Hodgkin lymphoma
C83,10,Non-follicular lymphoma,Non-Hodgkin lymphoma
C8338,10,"Diffuse large B-cell lymphoma, lymph nodes of multiple sites",Non-Hodgkin lymphoma
C8390,10,"Non-follicular (diffuse) lymphoma, unspecified, unspecified site",Non-Hodgkin lymphoma
C8408,10,"Mycosis fungoides, lymph nodes of multiple sites",Mature T/NK-cell lymphomas
C8419,10,"Sezary disease, extranodal and solid organ sites",Mature T/NK-cell lymphomas
C8441,10,"Peripheral T-cell lymphoma, not classified, lymph nodes of head, face, and neck",Mature T/NK-cell lymphomas
C8449,10,"Peripheral T-cell lymphoma, not classified, extranodal and solid organ sites",Mature T/NK-cell lymphomas
C8465,10,"Anaplastic large cell lymphoma, ALK-positive, lymph nodes of inguinal region and lower limb",Mature T/NK-cell lymphomas
C8474,10,"Anaplastic large cell lymphoma, ALK-negative, lymph nodes of axilla and upper limb",Mature T/NK-cell lymphomas
C84A6,10,"Cutaneous T-cell lymphoma, unspecified, intrapelvic lymph nodes",Mature T/NK-cell lymphomas
C8596,10,"Non-Hodgkin lymphoma, unspecified, intrapelvic lymph nodes",Other specified and unspecified types of non-Hodgkin lymphoma
C9030,10,Solitary plasmacytoma not having achieved remission,Multiple myeloma and malignant plasma cell neoplasms
C9161,10,"Prolymphocytic leukemia of T-cell type, in remission",Leukemia
C9420,10,Acute megakaryoblastic leukemia not having achieved remission,Other leukemias of specified cell types
C342,10,"Malignant neoplasm of middle lobe, bronchus or lung",Malignant neoplasm of bronchus and lung
C49A,10,Gastrointestinal stromal tumor,Malignant neoplasm of other connective tissues
C4A9,10,"Merkel cell carcinoma, unspecified",Merkel cell carcinoma
C500,10,Malignant neoplasm of nipple and areola,Breast Cancer
C5012,10,"Malignant neoplasm of central portion of breast, male",Breast Cancer
C50421,10,Malignant neoplasm of upper-outer quadrant of right male breast,Breast Cancer
C5062,10,"Malignant neoplasm of axillary tail of breast, male",Breast Cancer
C5700,10,Malignant neoplasm of unspecified fallopian tube,Malignant neoplasm of other female genital organs
C675,10,Malignant neoplasm of bladder neck,Malignant neoplasm of bladder
C677,10,Malignant neoplasm of urachus,Malignant neoplasm of bladder
C6921,10,Malignant neoplasm of right retina,Malignant neoplasm of eye and adnexa
C754,10,Malignant neoplasm of carotid body,Malignant neoplasm of other endocrine glands
C7B09,10,Secondary carcinoid tumors of other sites,Secondary neuroendocrine tumors
C7B8,10,Other secondary neuroendocrine tumors,Secondary neuroendocrine tumors
C8130,10,"Lymphocyte depleted Hodgkin lymphoma, unspecified site",Hodgkin lymphoma
C8146,10,"Lymphocyte-rich Hodgkin lymphoma, intrapelvic lymph nodes",Hodgkin lymphoma
C8179,10,"Other Hodgkin lymphoma, extranodal and solid organ sites",Hodgkin lymphoma
C8254,10,"Diffuse follicle center lymphoma, lymph nodes of axilla and upper limb",Non-Hodgkin Lymphoma
C8393,10,"Non-follicular (diffuse) lymphoma, unspecified, intra-abdominal lymph nodes",Non-Hodgkin lymphoma
C84A5,10,"Cutaneous T-cell lymphoma, unspecified, lymph nodes of inguinal region and lower limb",Mature T/NK-cell lymphomas
C84A7,10,"Cutaneous T-cell lymphoma, unspecified, spleen",Mature T/NK-cell lymphomas
C9101,10,"Acute lymphoblastic leukemia, in remission",Leukemia
C942,10,Acute megakaryoblastic leukemia,Other leukemias of specified cell types
C9512,10,"Chronic leukemia of unspecified cell type, in relapse",Leukemia of unspecified cell type
C009,10,"Malignant neoplasm of lip, unspecified",Head and Neck Cancer
C030,10,Malignant neoplasm of upper gum,Malignant neoplasm of gum
C068,10,Malignant neoplasm of overlapping sites of other and unspecified parts of mouth,Malignant neoplasm of other parts of mouth
C14,10,"Malignant neoplasm of other and ill-defined sites in the lip, oral cavity and pharynx",Malignant neoplasm of other ill-defined sites
C251,10,Malignant neoplasm of body of pancreas,Malignant neoplasm of pancreas
C269,10,Malignant neoplasm of ill-defined sites within the digestive system,Malignant neoplasm of other digestive organs
C4331,10,Malignant melanoma of nose,Malignant melanoma of skin
C44202,10,Unspecified malignant neoplasm of skin of right ear and external auricular canal,Other malignant neoplasms of skin
C470,10,"Malignant neoplasm of peripheral nerves of head, face and neck",Malignant neoplasm of peripheral nerves
C471,10,"Malignant neoplasm of peripheral nerves of upper limb, including shoulder",Malignant neoplasm of peripheral nerves
C472,10,"Malignant neoplasm of peripheral nerves of lower limb, including hip",Malignant neoplasm of peripheral nerves
C48,10,Malignant neoplasm of retroperitoneum and peritoneum,Malignant neoplasm of retroperitoneum and peritoneum
C4A0,10,Merkel cell carcinoma of lip,Merkel cell carcinoma
C571,10,Malignant neoplasm of broad ligament,Malignant neoplasm of other female genital organs
C638,10,Malignant neoplasm of overlapping sites of male genital organs,Malignant neoplasm of other male genital organs
C649,10,"Malignant neoplasm of unspecified kidney, except renal pelvis",Urinary Tract Cancer
C791,10,Secondary malignant neoplasm of bladder and other and unspecified urinary organs,Secondary malignant neoplasm of other sites
C8209,10,"Follicular lymphoma grade I, extranodal and solid organ sites",Non-Hodgkin Lymphoma
C8213,10,"Follicular lymphoma grade II, intra-abdominal lymph nodes",Non-Hodgkin Lymphoma
C8216,10,"Follicular lymphoma grade II, intrapelvic lymph nodes",Non-Hodgkin Lymphoma
C8231,10,"Follicular lymphoma grade IIIa, lymph nodes of head, face, and neck",Non-Hodgkin Lymphoma
C8291,10,"Follicular lymphoma, unspecified, lymph nodes of head, face, and neck",Non-Hodgkin Lymphoma
C8305,10,"Small cell B-cell lymphoma, lymph nodes of inguinal region and lower limb",Non-Hodgkin lymphoma
C8359,10,"Lymphoblastic (diffuse) lymphoma, extranodal and solid organ sites",Non-Hodgkin lymphoma
C839,10,"Non-follicular (diffuse) lymphoma, unspecified",Non-Hodgkin lymphoma
C8476,10,"Anaplastic large cell lymphoma, ALK-negative, intrapelvic lymph nodes",Mature T/NK-cell lymphomas
C8479,10,"Anaplastic large cell lymphoma, ALK-negative, extranodal and solid organ sites",Mature T/NK-cell lymphomas
C84Z8,10,"Other mature T/NK-cell lymphomas, lymph nodes of multiple sites",Mature T/NK-cell lymphomas
C915,10,Adult T-cell lymphoma/leukemia (HTLV-1-associated),Leukemia
C9332,10,"Juvenile myelomonocytic leukemia, in relapse",Monocytic leukemia
C940,10,Acute erythroid leukemia,Other leukemias of specified cell types
C113,10,Malignant neoplasm of anterior wall of nasopharynx,Malignant neoplasm of nasopharynx
C15,10,Malignant neoplasm of esophagus,Gastrointestinal Cancer
C159,10,"Malignant neoplasm of esophagus, unspecified",Gastrointestinal Cancer
C23,10,Malignant neoplasm of gallbladder,Malignant neoplasm of gallbladder
C403,10,Malignant neoplasm of short bones of lower limb,Malignant neoplasm of bone and articular cartilage of limbs
C4091,10,Malignant neoplasm of unspecified bones and articular cartilage of right limb,Malignant neoplasm of bone and articular cartilage of limbs
C441191,10,"Basal cell carcinoma of skin of left upper eyelid, including canthus",Other malignant neoplasms of skin
C44191,10,"Other specified malignant neoplasm of skin of unspecified eyelid, including canthus",Other malignant neoplasms of skin
C4450,10,Unspecified malignant neoplasm of skin of trunk,Other malignant neoplasms of skin
C447,10,"Other and unspecified malignant neoplasm of skin of lower limb, including hip",Other malignant neoplasms of skin
C44791,10,"Other specified malignant neoplasm of skin of unspecified lower limb, including hip",Other malignant neoplasms of skin
C478,10,Malignant neoplasm of overlapping sites of peripheral nerves and autonomic nervous system,Malignant neoplasm of peripheral nerves
C4A1,10,"Merkel cell carcinoma of eyelid, including canthus",Merkel cell carcinoma
C4A11,10,"Merkel cell carcinoma of right eyelid, including canthus",Merkel cell carcinoma
C5002,10,"Malignant neoplasm of nipple and areola, male",Breast Cancer
C50229,10,Malignant neoplasm of upper-inner quadrant of unspecified male breast,Breast Cancer
C6910,10,Malignant neoplasm of unspecified cornea,Malignant neoplasm of eye and adnexa
C7651,10,Malignant neoplasm of right lower limb,Malignant neoplasm of other and ill-defined sites
C7919,10,Secondary malignant neoplasm of other urinary organs,Secondary malignant neoplasm of other sites
C7932,10,Secondary malignant neoplasm of cerebral meninges,Secondary malignant neoplasm of other sites
C8107,10,"Nodular lymphocyte predominant Hodgkin lymphoma, spleen",Hodgkin lymphoma
C8218,10,"Follicular lymphoma grade II, lymph nodes of multiple sites",Non-Hodgkin Lymphoma
C8224,10,"Follicular lymphoma grade III, unspecified, lymph nodes of axilla and upper limb",Non-Hodgkin Lymphoma
C826,10,Cutaneous follicle center lymphoma,Non-Hodgkin Lymphoma
C8412,10,"Sezary disease, intrathoracic lymph nodes",Mature T/NK-cell lymphomas
C8495,10,"Mature T/NK-cell lymphomas, unspecified, lymph nodes of inguinal region and lower limb",Mature T/NK-cell lymphomas
C84Z4,10,"Other mature T/NK-cell lymphomas, lymph nodes of axilla and upper limb",Mature T/NK-cell lymphomas
C8525,10,"Mediastinal (thymic) large B-cell lymphoma, lymph nodes of inguinal region and lower limb",Other specified and unspecified types of non-Hodgkin lymphoma
C910,10,Acute lymphoblastic leukemia [ALL],Leukemia
C9151,10,"Adult T-cell lymphoma/leukemia (HTLV-1-associated), in remission",Leukemia
C919,10,"Lymphoid leukemia, unspecified",Leukemia
C9392,10,"Monocytic leukemia, unspecified in relapse",Monocytic leukemia
C9629,10,Other malignant mast cell neoplasm,"Other and unspecified malignant neoplasms of lymphoid, hematopoietic, and related tissue"
C061,10,Malignant neoplasm of vestibule of mouth,Malignant neoplasm of other parts of mouth
C08,10,Malignant neoplasm of other and unspecified major salivary glands,Malignant neoplasm of other salivary glands
C100,10,Malignant neoplasm of vallecula,Malignant neoplasm of oropharynx
C189,10,"Malignant neoplasm of colon, unspecified",Gastrointestinal Cancer
C241,10,Malignant neoplasm of ampulla of Vater,Malignant neoplasm of other and unspecified parts of biliary tract
C435,10,Malignant melanoma of trunk,Malignant melanoma of skin
C4412,10,"Squamous cell carcinoma of skin of eyelid, including canthus",Other malignant neoplasms of skin
C44122,10,"Squamous cell carcinoma of skin of right eyelid, including canthus",Other malignant neoplasms of skin
C4429,10,Other specified malignant neoplasm of skin of ear and external auricular canal,Other malignant neoplasms of skin
C44390,10,Other specified malignant neoplasm of skin of unspecified parts of face,Other malignant neoplasms of skin
C44612,10,"Basal cell carcinoma of skin of right upper limb, including shoulder",Other malignant neoplasms of skin
C4922,10,"Malignant neoplasm of connective and soft tissue of left lower limb, including hip",Malignant neoplasm of other connective tissues
C50029,10,"Malignant neoplasm of nipple and areola, unspecified male breast",Breast Cancer
C570,10,Malignant neoplasm of fallopian tube,Malignant neoplasm of other female genital organs
C6900,10,Malignant neoplasm of unspecified conjunctiva,Malignant neoplasm of eye and adnexa
C7652,10,Malignant neoplasm of left lower limb,Malignant neoplasm of other and ill-defined sites
C7B01,10,Secondary carcinoid tumors of distant lymph nodes,Secondary neuroendocrine tumors
C8193,10,"Hodgkin lymphoma, unspecified, intra-abdominal lymph nodes",Hodgkin lymphoma
C8240,10,"Follicular lymphoma grade IIIb, unspecified site",Non-Hodgkin Lymphoma
C8391,10,"Non-follicular (diffuse) lymphoma, unspecified, lymph nodes of head, face, and neck",Non-Hodgkin lymphoma
C8392,10,"Non-follicular (diffuse) lymphoma, unspecified, intrathoracic lymph nodes",Non-Hodgkin lymphoma
C8413,10,"Sezary disease, intra-abdominal lymph nodes",Mature T/NK-cell lymphomas
C8467,10,"Anaplastic large cell lymphoma, ALK-positive, spleen",Mature T/NK-cell lymphomas
C8475,10,"Anaplastic large cell lymphoma, ALK-negative, lymph nodes of inguinal region and lower limb",Mature T/NK-cell lymphomas
C9022,10,Extramedullary plasmacytoma in relapse,Multiple myeloma and malignant plasma cell neoplasms
C91A1,10,"Mature B-cell leukemia Burkitt-type, in remission",Leukemia
C91A2,10,"Mature B-cell leukemia Burkitt-type, in relapse",Leukemia
C94,10,Other leukemias of specified cell type,Other leukemias of specified cell types
C96Z,10,"Other specified malignant neoplasms of lymphoid, hematopoietic and related tissue","Other and unspecified malignant neoplasms of lymphoid, hematopoietic, and related tissue"
C003,10,"Malignant neoplasm of upper lip, inner aspect",Head and Neck Cancer
C006,10,"Malignant neoplasm of commissure of lip, unspecified",Head and Neck Cancer
C081,10,Malignant neoplasm of sublingual gland,Malignant neoplasm of other salivary glands
C164,10,Malignant neoplasm of pylorus,Gastrointestinal Cancer
C172,10,Malignant neoplasm of ileum,Malignant neoplasm of small intestine
C248,10,Malignant neoplasm of overlapping sites of biliary tract,Malignant neoplasm of other and unspecified parts of biliary tract
C26,10,Malignant neoplasm of other and ill-defined digestive organs,Malignant neoplasm of other digestive organs
C3491,10,Malignant neoplasm of unspecified part of right bronchus or lung,Malignant neoplasm of bronchus and lung
C4370,10,"Malignant melanoma of unspecified lower limb, including hip",Malignant melanoma of skin
C441991,10,"Other specified malignant neoplasm of skin of left upper eyelid, including canthus",Other malignant neoplasms of skin
C44511,10,Basal cell carcinoma of skin of breast,Other malignant neoplasms of skin
C4650,10,Kaposi's sarcoma of unspecified lung,Kaposi's sarcoma
C479,10,"Malignant neoplasm of peripheral nerves and autonomic nervous system, unspecified",Malignant neoplasm of peripheral nerves
C50111,10,Malignant neoplasm of central portion of right female breast,Breast Cancer
C50212,10,Malignant neoplasm of upper-inner quadrant of left female breast,Breast Cancer
C5061,10,"Malignant neoplasm of axillary tail of breast, female",Breast Cancer
C50622,10,Malignant neoplasm of axillary tail of left male breast,Breast Cancer
C5711,10,Malignant neoplasm of right broad ligament,Malignant neoplasm of other female genital organs
C7240,10,Malignant neoplasm of unspecified acoustic nerve,"Malignant neoplasm of spinal cord, cranial nerves, and other parts of CNS"
C773,10,Secondary and unspecified malignant neoplasm of axilla and upper limb lymph nodes,Secondary and unspecified malignant neoplasm of lymph nodes
C7801,10,Secondary malignant neoplasm of right lung,Secondary malignant neoplasm of respiratory and digestive organs
C8117,10,"Nodular sclerosis Hodgkin lymphoma, spleen",Hodgkin lymphoma
C8145,10,"Lymphocyte-rich Hodgkin lymphoma, lymph nodes of inguinal region and lower limb",Hodgkin lymphoma
C8490,10,"Mature T/NK-cell lymphomas, unspecified, unspecified site",Mature T/NK-cell lymphomas
C8497,10,"Mature T/NK-cell lymphomas, unspecified, spleen",Mature T/NK-cell lymphomas
C888,10,Other malignant immunoproliferative diseases,Malignant immunoproliferative diseases
C933,10,Juvenile myelomonocytic leukemia,Monocytic leukemia
C041,10,Malignant neoplasm of lateral floor of mouth,Malignant neoplasm of floor of mouth
C098,10,Malignant neoplasm of overlapping sites of tonsil,Malignant neoplasm of tonsil
C12,10,Malignant neoplasm of pyriform sinus,Malignant neoplasm of pyriform sinus
C13,10,Malignant neoplasm of hypopharynx,Malignant neoplasm of hypopharynx
C249,10,"Malignant neoplasm of biliary tract, unspecified",Malignant neoplasm of other and unspecified parts of biliary tract
C30,10,Malignant neoplasm of nasal cavity and middle ear,Respiratory Cancer
C348,10,Malignant neoplasm of overlapping sites of bronchus and lung,Malignant neoplasm of bronchus and lung
C4090,10,Malignant neoplasm of unspecified bones and articular cartilage of unspecified limb,Malignant neoplasm of bone and articular cartilage of limbs
C4359,10,Malignant melanoma of other part of trunk,Malignant melanoma of skin
C439,10,"Malignant melanoma of skin, unspecified",Malignant melanoma of skin
C4410,10,"Unspecified malignant neoplasm of skin of eyelid, including canthus",Other malignant neoplasms of skin
C44112,10,"Basal cell carcinoma of skin of right eyelid, including canthus",Other malignant neoplasms of skin
C441391,10,"Sebaceous cell carcinoma of skin of left upper eyelid, including canthus",Other malignant neoplasms of skin
C441921,10,"Other specified malignant neoplasm of skin of right upper eyelid, including canthus",Other malignant neoplasms of skin
C44209,10,Unspecified malignant neoplasm of skin of left ear and external auricular canal,Other malignant neoplasms of skin
C44212,10,Basal cell carcinoma of skin of right ear and external auricular canal,Other malignant neoplasms of skin
C4430,10,Unspecified malignant neoplasm of skin of other and unspecified parts of face,Other malignant neoplasms of skin
C44529,10,Squamous cell carcinoma of skin of other part of trunk,Other malignant neoplasms of skin
C473,10,Malignant neoplasm of peripheral nerves of thorax,Malignant neoplasm of peripheral nerves
C481,10,Malignant neoplasm of specified parts of peritoneum,Malignant neoplasm of retroperitoneum and peritoneum
C504,10,Malignant neoplasm of upper-outer quadrant of breast,Breast Cancer
C562,10,Malignant neoplasm of left ovary,Malignant neoplasm of ovary
C573,10,Malignant neoplasm of parametrium,Malignant neoplasm of other female genital organs
C6201,10,Malignant neoplasm of undescended right testis,Malignant neoplasm of testis
C6211,10,Malignant neoplasm of descended right testis,Malignant neoplasm of testis
C673,10,Malignant neoplasm of anterior wall of bladder,Malignant neoplasm of bladder
C6982,10,Malignant neoplasm of overlapping sites of left eye and adnexa,Malignant neoplasm of eye and adnexa
C73,10,Malignant neoplasm of thyroid gland,Malignant neoplasm of thyroid gland
